index	lp	original	translation	z_mean
3627	zh-en	发现房东让人真是讨厌。。。。。。。虽然写多几度电也就几块钱。。。但真的很讨厌贪小便宜的。。。。	Finding the landlord to be annoying. . . . . . . Although it is only a few dollars to write a few kilowatt-hours of electricity. . . But really hate petty cheap. . . .	-0.80840135
3628	zh-en	清淅的早晨，天已明亮多时，我才从睡梦中醒来，不知是何原因才这样累。	It was a clear morning, when the sky was already bright for a long time, I woke up from my sleep, I don't know why I was so tired.	0.664562616
3629	zh-en	1点了，今天是我的生日，祝自己生日快乐	It's 1 o'clock, today is my birthday, happy birthday to myself	0.664562616
3630	zh-en	晚上回我妈那儿，我妈告诉我说她前些日子从街道领了一笔两千四百块钱的独生子女补贴..	When I went back to my mother in the evening, my mother told me that she received a one-child allowance of 2,400 yuan from the street a few days ago..	0.664562616
3631	zh-en	有两种东西容易让人迷失，一是谎言，二是欲望。	There are two things that are easy to get lost, one is a lie, and the other is desire.	-0.071919367
3632	zh-en	大家都平安健康哟؏؏☝ᖗ乛◡乛ᖘ☝؏؏完美	Everyone is safe and healthy ؏؏☝ᖗ乛◡乛ᖘ☝؏؏ Perfect	0.664562616
3633	zh-en	你还记得核伙是哪天正式开盘吧？2015年11月9日！截止到昨天，2015年11月16日！才一周时间，仅仅7天，核伙加盟会员数已经14万！其他，我已经不需要多说反正时间不会等你，我也不会等你	Do you still remember the day the Nuke officially opened? November 9, 2015! As of yesterday, November 16, 2015! It has only been a week, and in just 7 days, the number of members who have joined the nuclear team has reached 140,000! Others, I don't need to say more anyway, time will not wait for you, and I will not wait for you	0.664562616
3634	zh-en	沉醉在今天的艳阳天。世界早安。	Indulge in today's sunny day. Good morning world.	0.664562616
3635	zh-en	早起做的早餐，吃完满满的幸福感哦！	Get up early to make breakfast, and eat full of happiness!	0.664562616
3636	zh-en	欣欣欣欣生日快乐！宝宝才到宿舍！唉遥想当年我们那么浪漫在小黑屋里你给笨宝宝唱歌听！陪本宝宝打牌玩！小姨小姨我爱你我爱你我爱你我爱你！秒拍啊小视频等我有手机再拍给你！！！！！！！！！！	Happy Birthday Xin Xin Xin Xin! The baby just arrived at the dorm! Alas, I remember when we were so romantic in the small dark room, you sang to the stupid baby! Play cards with this baby! Auntie, I love you, I love you, I love you, I love you! Second shot, small video, I will shoot it for you when I have a mobile phone! ! ! ! ! ! ! ! ! !	0.517266219
3637	zh-en	重重复复的工作，资料装了拆拆了装！为什么当初做这些事情的时候不能严格点认真点，不要投机取巧呢？！讨厌这样帮别人擦屁股！明明不是我的事！	Repeated work, the data is installed, disassembled and disassembled! Why can't you be strict and serious when you do these things in the first place, and don't be opportunistic? ! Hate to wipe other people's ass like this! Obviously not my business!	0.517266219
3638	zh-en	我要不会的都学那要你干嘛，我学会了自己弄自己生活就好还有你屁事找你干嘛，你看一整天孩子试试胃不舒服也得看孩子你试试让你气的更疼??	If I want to learn everything, then why do I want you to do it, I learned to make my own life, and what are you doing to you? You have to watch the child all day, and you have to watch the child if you have an upset stomach. Makes you more angry??	-0.80840135
3639	zh-en	从此以后我要当一个善良可爱的乖宝宝。	From now on, I want to be a kind and lovely baby.	0.664562616
3640	zh-en	人是需要用他人来排解自己的孤独的，这种孤独不是寂寞，排除这种孤独也许只是对自己价值观的证明，“看，这个世界上有人跟我是一样，我不是怪物”。也许陪伴说到底还是从自我人性出发的需求吧。	"People need to use others to solve their loneliness. This kind of loneliness is not loneliness. Excluding this kind of loneliness may just be a proof of one's own values, ""Look, there are people in this world who are like me, and I am not a monster."" Maybe companionship is still a need from self-humanity in the final analysis."	0.664562616
3641	zh-en	这裁判他妈的是被买了吗？明明进球了，眼瞎啊	Is this referee fucking bought? Obviously scored a goal, blind	0.664562616
3642	zh-en	短发！短发！想要短发！重要的事情说三遍	short hair! short hair! Want short hair! Say important things three times	0.664562616
3643	zh-en	这样子的闺蜜太恐怖了[惊恐][惊恐][星星眼][星星眼][星星眼][惊恐][星星眼][惊恐][星星眼][惊恐][星星眼][惊恐][星星眼]	Such a girlfriend is so scary [horrified] [horrified] [star eye] [star eye] [star eye] [horrified] [star eye] [horrified] [star eye] [horrified] [star eye] [horrified][ star eye]	0.664562616
3644	zh-en	美好的一天开始了，每天给自己一个希望，试着不为明天而烦恼，不为昨天而叹息，只为今天更美好。早安，大家！	A good day begins, give yourself a hope every day, try not to worry about tomorrow, not to sigh about yesterday, just to make today better. Good morning everyone!	0.664562616
3645	zh-en	这是李逵穿越来了么？今天在静安寺路口遇见，吓了一跳	Is this what Li Kui came through? I met at the intersection of Jing'an Temple today and was shocked	-0.071919367
3646	zh-en	没完没了得开会，一条?一条的规定。四点四十放学，六点会才说了一件事！	Endless meetings, one rule? One rule. After school at 4:40, I only said one thing at 6:00!	-0.80840135
3647	zh-en	别让等你的人不再等你，别让爱你的人不再爱你…勿忘初心，方的始终。	Don't let the people who are waiting for you stop waiting for you, and don't let the people who love you stop loving you... Don't forget the original intention, and always be square.	0.517266219
3648	zh-en	极少个别四川狗，真他吗的不是东西，你她妈的能好好聊天？四川狗狗狗狗狗，草	There are very few Sichuan dogs, really he is not a thing, can you fucking chat? Sichuan dog dog dog, grass	-2.281365316
3649	zh-en	卧槽，好炫酷的表情，太好玩了！！	Holy crap, what a cool expression, so much fun! !	0.664562616
3650	zh-en	又是一个浪的周三～下午唱了很多歌连自己都惊讶了呢	It's another wavey Wednesday~ I sang a lot of songs in the afternoon, even I was surprised	-0.071919367
3651	zh-en	想抱抱你拍拍你说没事没事但是发现这样的语言有些无力看到你失落我心情也不好又只能默默看着你不知道怎么安慰你	I want to hug you, pat you, and you say it's alright, but I find such language a little powerless to see you lost, and I'm in a bad mood, so I can only watch you silently, I don't know how to comfort you	0.517266219
3652	zh-en	总有个傻逼室友，每次吃饭就让我帮她先付，后面支付宝转给我，然而！并没有然后了！！一次都不还！都在她耳边说了饭卡里没钱了，于是立马就说哎呀我还没给你转钱呢，我马上就给你转啊。但是并没有转，所以本宝宝现在杜绝和她一起吃饭一起出去逛街一起浪，总之，一切要花钱的活动一律杜绝	"There is always a stupid roommate who asks me to pay for her in advance every time she eats, and then transfers it to me by Alipay, however! Not then anymore! ! Not a single time! They all told her that there was no money in the meal card, so she immediately said, ""Oh, I haven't transferred the money to you yet, and I will transfer it to you right away. But it didn't change, so Ben Bao now stops eating with her, going out for shopping and roaming together. In short, all activities that cost money will be put to an end."	-3.754329282
3653	zh-en	今晚朋友给我分享了一件开心的事情，她脱单了！还是跟自己喜欢的人在一起呢！她默默喜欢的人原来也喜欢她！缘分势不可挡啊哈哈哈！祝福呀！看到你们很幸福我也很开心谢谢你第一时间跟我分享你的快乐！	Tonight my friend shared a happy thing with me, she got off the list! Still with the person you love! The person she likes silently turns out to like her too! Fate is unstoppable hahaha! Bless! I am also very happy to see you are very happy. Thank you for sharing your happiness with me for the first time!	-2.281365316
3654	zh-en	我遇到小偷了，新疆人，两个。一个摸我左边的书包，我往左看时，另一个摸我右边的口袋！真有组织，有纪律。大家要小心啊，在三里屯的天桥上。[委屈]	I met thieves, Xinjiang people, two. One touches my left bag, and the other touches my right pocket when I look left! Really organized and disciplined. Be careful everyone, on the flyover in Sanlitun. [Wronged]	0.664562616
3655	zh-en	大冷天风雨交加我穿这么这么这么的少、、、她们哥几个毅然决然把我锁在了阳台上然后一起喝AD钙朝我微笑虽然我已经跟犯罪头目她妈告了状但还是要放句狠话你们等着	It was cold and rainy and I wore so, so, so little,,, and my brothers decided to lock me on the balcony and drink AD calcium together and smile at me. Although I have sued the crime boss and her mother, I still have to Say something cruel, you wait	0.517266219
3656	zh-en	国足可以换教练了别因为亚洲杯的一点成绩就一直在这拖着早换了可以早点磨合就这场比赛来看佩兰真是战术简单用人看不懂就这双边路边锋边后卫起球找中锋的战术我都能布置出来早点走人吧	The national football team can change the coach. Don't delay here because of the Asian Cup's performance I can arrange the tactics and leave early.	-0.80840135
3657	zh-en	现在看到电视剧里的坏人，再联想到生活中，我恨的牙根都痒痒	Now that I see the bad guys in TV series, and think about life, the roots of my hatred are itchy.	-0.80840135
3658	zh-en	看新闻，日本天皇今天下午首次电视讲话，感谢各国和国际组织对日本的援助，呼吁国民勇敢地活下去。核危机在继续升级，让人揪心。天皇出来讲话说明事态非常重大。后面那句话更是惊心动魄啊！愿神保佑众生平安！	Watching the news, the Emperor of Japan made his first televised speech this afternoon, thanking various countries and international organizations for their assistance to Japan, and calling on the people to live bravely. The nuclear crisis continues to escalate, which is worrying. The emperor came out to speak to show that the situation was very important. The last sentence is even more shocking! May God bless all beings with peace!	0.664562616
3659	zh-en	同样都是葱，你为什么偏要装蒜，你多什么了？？？？？？？	The same are all onions, why do you want to put garlic, what are you doing? ? ? ? ? ? ?	-0.80840135
3660	zh-en	一爱记仇，耳根子软的人会气死，气死，气死	If you love to hold grudges, people with soft ears will be mad, mad, mad	-0.071919367
3661	zh-en	突然觉得被人叫全名也有满满都是爱的感觉	Suddenly I feel like being called by my full name is full of love	0.664562616
3662	zh-en	所谓的好朋友应该是吵过之后仍依旧很好、你TM甩脸子给谁看啊！劳资不吃你这套！真是fuck！日了狗了！	The so-called good friends should be still very good after quarreling, who are you showing your face! Labor and capital don't eat you! What a fuck! It's time for a dog!	-3.754329282
3663	zh-en	原来你是我最想留住的幸运、那为我对抗世界的决定、那陪我淋的雨、一幕幕都是你、一尘不染的真心、我该有多幸运、	It turns out that you are the luck I want to keep the most, the decision to fight against the world for me, the rain that accompanies me, the scene is all you, the spotless sincerity, how lucky I should be,	0.664562616
3664	zh-en	早知道在家葛优躺了，害怕，要密集恐惧症了[泪][泪]	I knew that Ge You was lying down at home, I was afraid, I was going to have intensive phobia [tears] [tears]	-0.071919367
3665	zh-en	清新、优雅、宁静，仿佛身临其境。	Fresh, elegant, serene, and immersive.	0.664562616
3666	zh-en	每次我妈开的车，我们那叫一个提心吊胆，都不敢看手机，一直盯着她，就害怕我妈一个恍惚，又把刹车踩成油门[衰][衰][衰]宝鸡·扶风县	Every time my mother drives the car, we are so nervous, we dare not look at our mobile phones, and keep staring at her, we are afraid that my mother will be in a trance, and then step on the brakes to the accelerator [bad][bad][bad] Baoji·Fufeng county	0.664562616
3667	zh-en	楼上两口子吵架，好像是因为男的出轨，男的一直跳脚骂粗口摔东西，天花板都震动的，女的一直没说话，感觉是那种特别受气小媳妇儿的，直到男的撒完泼才听到一把好听的嗓音冷道，话多了恶心，离吧！然后就是开门关门高跟鞋哒哒声。。。。。。感觉好像角色反了	The couple quarreled upstairs, it seemed because the man was cheating, the man kept jumping and swearing and throwing things, the ceiling vibrated, and the woman didn't speak. I just heard a nice voice and said coldly, too much disgusting, leave! Then there is the clack of high heels opening and closing the door. . . . . . It feels like the roles are reversed	-0.071919367
3668	zh-en	双十一的📦📦，就属圆通的最慢。。慢。。慢。。慢。。	The 📦📦 of Double Eleven is the slowest of Yuantong. . slow. . slow. . slow. .	0.517266219
3669	zh-en	什么？！埃德加就是小时候的Yuma？！（啃苹果压压惊（我moreblood才买啊不要提前剧透啦动画！	What? ! Edgar is Yuma as a child? ! (Bite the apple and be shocked (I only bought it after moreblood, don't spoil the animation in advance!	-0.071919367
3670	zh-en	再过一两个星期就是零下几度可还有八个星期才能回家	In a week or two, it'll be minus degrees, and I can't go home in eight weeks.	0.664562616
3671	zh-en	今天是运动的第三天，20分钟热身7速步行，40分钟8速跑步，20分钟恢复7速步行。但是排行榜还没有达到排行榜前三，你们这是有多牛啊	Today is the third day of exercise, 20 minutes warm-up 7-speed walking, 40 minutes 8-speed running, 20 minutes recovery 7-speed walking. But the leaderboard has not reached the top three in the leaderboard. How awesome are you?	0.517266219
3672	zh-en	抱着洗的很干净的阿申送的🐻仔入睡晚安＋	🐻zai went to sleep with the clean one sent by Ashen +	-0.071919367
3673	zh-en	双十一抢到三点终于抢到想要的鞋子衣服。。这一个星期都在等快递中度过。。收到快递的时候心情超好打开一试靴子我竟然穿不上。。。可怕。。想哭	I grabbed the shoes and clothes I wanted at three o'clock on Double Eleven. . I've been waiting for the courier all week. . When I received the courier, I was in a good mood. I opened the boots and tried them on, but I couldn't put them on. . . horrible. . want to cry	0.517266219
3674	zh-en	工资低但不心累，工资不低但心累，究竟哪个好？我是否应该安于现状？又该如何才能知道自己到底适合做什么？？？后悔的事一大推，可又如何。毕竟世上没有后悔药……	The salary is low but the heart is not tired, the salary is not low but the heart is tired, which one is better? Should I be content with the status quo? How can I know what is right for me? ? ? Regret is a big push, but so what. After all, there is no regret medicine in the world...	0.517266219
3675	zh-en	就知道有个小孩后矛盾和争吵会多很多，每天喂奶累得个半死，晚上🍼都能睡着，有什么事等我出月子再说会怎样！不要惹我	I know that there will be a lot of conflicts and quarrels after a child. Breastfeeding every day is so exhausting, I can fall asleep at night🍼, what will happen when I have a confinement! Do not make me angry	-0.071919367
3676	zh-en	第一次学着去立案手忙脚乱，很庆幸遇到一个会给我机会的师傅。也许以后慢慢业务上手会有很多机会立案，而第一次的激动心情值得记录	It was the first time I learned to file a case, and I was very fortunate to meet a master who would give me a chance. Maybe there will be many opportunities to file a case when the business starts slowly in the future, and the excitement of the first time is worth recording	0.664562616
3677	zh-en	这回人情欠大发了我妈都严肃批评我了	This time I owe a lot of favors, and my mother criticized me seriously	0.664562616
3678	zh-en	灵感就跟不要钱似的，蜂涌而'至，好喜欢这种感觉，明天想找个咖啡店一个人安安静静，感觉应该会更好，继续保持！	Inspiration is like not wanting money. I like this feeling very much. I want to find a coffee shop and be alone tomorrow. It should feel better. Keep it up!	-0.071919367
3679	zh-en	早安！各位宝贝们！新的一天拉开序幕，你们准备好迎接新的一天了吗？我现在满满的正能量！开始拥抱我的每一天！	Good morning! Ladies and gentlemen! A new day has begun, are you ready for a new day? I am full of positive energy right now! Start hugging me every day!	0.664562616
3680	zh-en	看到每晚都会有人和你说晚安，我会很为你开心	Seeing someone say goodnight to you every night, I will be very happy for you	0.664562616
3681	zh-en	我不会去触碰你的圈子，也请你不要再来干涉我的圈子。互相尊重可以咯？	I will not touch your circle, and please don't interfere in my circle again. Can we respect each other?	0.664562616
3682	zh-en	翻翻旧照片，梳理了一下过去被丢在一边未整理的回忆，感觉像看旧电影，舒心	Looking through old photos, combing through the unorganized memories that were thrown aside in the past, it feels like watching an old movie, comfortable	0.664562616
3683	zh-en	对响一声的骚扰电话恨之入骨，而且是在大半夜专门吵醒人，真想把这些人揪出来捉到打	I hate harassing phone calls, and they wake people up in the middle of the night. I really want to catch these people and beat them up.	0.664562616
3684	zh-en	特别讨厌说脏话的男生给本宝宝滚一边玩儿去	I especially hate swearing boys to roll and play with my baby	-0.80840135
3685	zh-en	真的愤怒，真的变态，真的太痛心了，好好的一个孩子就这样被毁了！有没有一丝的怜悯之心！怎么会有这么可恶的人存在啊！！！	Really angry, really perverted, really so sad, a good child was ruined like this! Is there a trace of compassion? How can such a hateful person exist! ! !	0.664562616
3686	zh-en	我们又恢复了正常！因为我先给他打电话了！我好骄傲！	We are back to normal again! Because I called him first! I am so proud!	0.664562616
3687	zh-en	哒哒～吃吃喝喝睡睡玩玩三天休～恢复元气下午继续征服小可爱们	Da Da ~ Eat, drink, sleep, play and play for three days~ Recover your vitality and continue to conquer the little cuties in the afternoon	0.664562616
3688	zh-en	没有看过那么干净的夜空，深圳的夜真的很美。晚安！	I have never seen such a clean night sky, the night in Shenzhen is really beautiful. Good night!	0.664562616
3689	zh-en	节奏快了，我惶恐不安；节奏慢了，我也惶恐不安。。。谁也不是谁肚子里面的蛔虫啊。。。soulmate真的有吗？在哪里？[思考]	The rhythm is fast, and I am apprehensive; the tempo is slow, and I am apprehensive. . . No one has roundworms in their stomachs. . . Does soulmate really exist? Where? [think]	-0.071919367
3690	zh-en	希望再也没人敢偷偷用我HOOD!然后搞得一团糟	Hope no one dares to secretly use my HOOD again! And make a mess	0.664562616
3691	zh-en	指着电视上一个脸很大的女的问「我和她的脸谁比较大？？」家人竟然都沉默。。。然后才回答我：不知道。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。妈蛋太伤人啦	"Pointing at a woman with a big face on the TV, he asked, ""Who has the bigger face, me or her??"" The family was silent. . . Then he answered me: I don't know. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Damn it hurts"	0.664562616
3692	zh-en	真TMD吓死我了，还以为你在等我下班	Really TMD scared me to death, thought you were waiting for me to get off work	-0.071919367
3693	zh-en	真尼玛不知道怎么形容现在的心情，做了五个小时的文件因为手贱去打开一个PDF文件然后之前的文件就没了，尼玛我简直要喷火，作业才刚开头就没了后天就要交我真是呵呵呵。	I really don't know how to describe my current mood. After working on a document for five hours, I opened a PDF file because I was cheap, and then the previous file was gone. It's really hahaha to give it to me.	-3.754329282
3694	zh-en	我的玫瑰只是一朵普通的玫瑰，可是对我来说她是全宇宙唯一一朵玫瑰---《小王子》	"My rose is just an ordinary rose, but to me she is the only rose in the universe---""The Little Prince"""	0.664562616
3695	zh-en	推翻我们联盟我这个盟主还怎么吃饭	Overthrow our alliance, how can I, the leader of the alliance, eat?	0.664562616
3696	zh-en	我就想崩溃，就不想好好过了。崩溃才是奢侈品	I just want to break down, I don't want to get over it. Crash is a luxury	-0.071919367
3697	zh-en	不就是睡个午觉吗？一会来个高跟鞋噔噔噔，一会来个大嗓门，一会来个育儿时间。	Isn't it just a nap? There will be high heels for a while, a loud voice for a while, and parenting time for a while.	-0.071919367
3698	zh-en	自古“名茶藏名山，名山出名茶。	"Since ancient times, ""Famous tea has been hidden in famous mountains, and famous mountains have made famous tea."	0.664562616
3699	zh-en	双方由此引发摩擦，镇书记挥拳将副镇长鼻梁骨打断。	This caused friction between the two sides, and the town secretary broke the bridge of the deputy mayor's nose with a fist.	0.664562616
3700	zh-en	国足你们连香港自家小兄弟都踢不过，谈何冲出亚洲～都回去洗洗睡吧～	You guys in the national football team can't even play your own little brothers in Hong Kong, so why not rush out of Asia~ Let's go back to wash and sleep~	-0.071919367
3701	zh-en	新的一天又开始啦小团子来送早安啦	A new day starts again, the little dumplings are here to send good morning	0.664562616
3702	zh-en	一种爱是你可以为她去死；还有一种爱是得为你爱的人好好活着。	One kind of love is that you can die for her; another kind of love is that you have to live well for the person you love.	0.664562616
3703	zh-en	考了两次普通话，每次都离目标差一点点，就一点点！！要被气死了！！	I took the Mandarin test twice, and each time I was a little bit short of my goal, just a little bit! ! Going to be pissed off! !	0.664562616
3704	zh-en	尼玛吓死我了，人家剪个头发回来跟劳改犯一样短的可怕，后面什么鬼[黑线][黑线][黑线][白眼][白眼]	Nima scared me to death. People cut their hair and it was as short as a prisoner of labor. What the hell is behind [black line][black line][black line][white eye][white eye]	-2.281365316
3705	zh-en	小紧张~不过美美羊和圆圆媛要去看我表演，好开森啊！	A little nervous~ But Meimeiyang and Yuanyuanyuan are going to see my performance, so exciting!	0.664562616
3706	zh-en	感觉自己被一杯红茶玛奇朵给收买了不开心	I feel unhappy that I was bought by a cup of black tea macchiato	0.664562616
3707	zh-en	一个人真无聊，美食都没味了，你要在就好了…唉………	It's so boring to be alone, the food is tasteless, you just want to be here... alas...	-0.071919367
3708	zh-en	早上和妈妈生气，居然说，找个新妈妈	I was angry with my mother in the morning and actually said, find a new mother	0.517266219
3709	zh-en	卧槽！！！！！！禽兽！！！！！！！！	What the hell! ! ! ! ! ! Beast! ! ! ! ! ! ! !	0.664562616
3710	zh-en	过了太久安逸的生活了，被最近一系列的国际大事惊呆了，这是什么节奏	After living a comfortable life for too long, I was stunned by the recent series of international events. What rhythm is this?	-0.071919367
3711	zh-en	想自己装个软件，咋这难呢？？想骂人	Want to install a software by yourself, why is it difficult? ? want to curse	0.664562616
3712	zh-en	加州最有名的意面，披萨，居然也要排队，蒜香虾球面，宫爆虾球面，好吃	California's most famous pasta, pizza, actually have to line up, garlic shrimp ball, Gongpao shrimp ball, delicious	0.664562616
3713	zh-en	心里好烦好烦好烦好烦你们不熟你妹啊那你上课的干嘛跟她讲话卧槽靠靠靠！烦死了还笑那么开心我去你大爷你怎么跟她不熟了我靠	I'm so annoying, so annoying, so annoying. You don't know your sister, so why are you talking to her in class? I'm so bored and laughing so happy	-2.281365316
3714	zh-en	到海关办了退运，花了286，肉疼	I went to the customs to do the return, it cost 286, it hurts	0.664562616
3715	zh-en	看完恐怖片才意思到自己是一个人睡旅馆，楼道隔音不好能听到脚步声，楼下还有那种服务，害怕到没有困意	After watching the horror movie, I realized that I was sleeping alone in a hotel. The soundproofing of the corridor was not good, so I could hear footsteps. There was such a service downstairs, so I was so scared that I was not sleepy.	0.664562616
3716	zh-en	谢谢honey们帮我庆祝生日！！！谢谢你们的祝福，谢谢身边的所有人！爱你们	Thank you honey for helping me celebrate my birthday! ! ! Thank you for your blessings and everyone around you! Love you guys	0.664562616
3717	zh-en	一到下雨天就莫名的惆怆，下一秒情绪就完全奔溃，闭着眼睛忍不住的流眼泪，这种情绪陪伴自己已经有一年半了。我想哪种心酸，委屈，无力辩解，和深深的遗憾只有这淅淅沥沥的雨声知道	As soon as it rains, I feel inexplicably sad, and in the next second, my emotions completely collapse, and I can't help shedding tears with my eyes closed. This emotion has been with me for a year and a half. What kind of sadness, grievance, inability to justify, and deep regret I think are only known by the sound of the pattering rain	0.664562616
3718	zh-en	2011.11.24,11:58分，《垫底辣妹》里最后因为一向被自己忽视小看的女儿考试了梦想中的大学，爸爸背起女儿....我竟然想大喊一声：你如果此刻冲到我面前来找我我就原谅你.....呵呵...	"2011.11.24, 11:58, in ""The Bottom Spice Girl"", my daughter, who has always been neglected and underestimated, finally took the exam for her dream university. My father carried his daughter on his back.... I actually wanted to shout: If you rush at this moment Come to me in front of me and I will forgive you...hehe..."	0.369969822
3719	zh-en	全场比赛结束，阿森纳3:0战胜萨格纳布迪纳摩，桑切斯闪耀全场，接下来欧冠最后一场生死战，让我们去希腊赢两球或者3:2的比分	At the end of the game, Arsenal beat Dinamo Sagna 3-0, Sanchez shined, and the next Champions League final battle of life and death, let's go to Greece to win two goals or a score of 3:2	0.664562616
3720	zh-en	一觉醒来你发现你梦到的人身边不是你你的未来也不会有他心里的一阵失落感和难受就会升起	When you wake up, you find that the person you dreamed of is not around you, your future, and there will be no sense of loss and discomfort in his heart.	-0.80840135
3721	zh-en	字迹潦草却不失内涵，宿舍不拔插线板写的检讨大二的我们身不由己呀，真心不知道怎么写	The handwriting is scribbled but does not lose the connotation. The review written by the dormitory does not pull out the plug-in board. We can't help ourselves. I really don't know how to write it.	-0.80840135
3722	zh-en	更年期的女boss真的让人受不了，烦躁	The female boss of menopause is really unbearable and irritating	0.664562616
3723	zh-en	吃个宵夜而已嘛你就开始痛痛痛了.6点还要起床.我只想安安静静睡个觉.乖!不要折磨我了呵.	It's just a late night snack, and you're starting to feel sore. You have to get up at 6 o'clock. I just want to sleep peacefully. Be good! Don't torture me.	0.664562616
3724	zh-en	听得太多命中注定，看来得准备自己一个人好好过了……一切是好是坏我都欣然面对！	I have heard too much fate, it seems that I have to prepare myself to live a good life by myself... I will gladly face everything, whether it is good or bad!	0.664562616
3725	zh-en	换季降温也想美美的？一条围巾就足够啦！小法为大家普及几种冬天最常用的厚围巾的系法，赶快叫着小伙伴，一起get√起来吧！	Do you want to be beautiful even when the seasons cool down? A scarf is enough! Xiaofa will popularize the tying methods of several most commonly used thick scarves in winter for everyone, hurry up and call your friends, let's get √ together!	0.664562616
3726	zh-en	画个圈圈诅咒你！（臭老头）脏鬼！	Draw a circle to curse you! (Smelly old man) Dirty!	0.664562616
3727	zh-en	一早起来陪伴自己3年的那根笔居然不见了真心是找不到了	The pen that I had been with me for 3 years when I woke up in the morning was gone. I really couldn’t find it.	0.664562616
3728	zh-en	@新浪微博你个碧池，设置的什么破功能，不是说好的仅自己可见吗？tellmewhy？你个碧池！	@Sina Weibo you bitch, what broken function is set up, isn't it agreed that only you can see it? tellmewhy? You bitch!	0.517266219
3729	zh-en	开会开到现在，饿成🐶了，我想妈妈	Since the meeting has started, I am so hungry🐶, I miss my mother	-0.071919367
3730	zh-en	不是抱怨。而是根本想去拿着所有东西摔他脸上告诉他你妈逼啊！卧槽！	Not complaining. Instead, he simply wanted to take everything and slap him in the face and tell him you fucked it up! What the hell!	0.664562616
3731	zh-en	今天又拔出这么多白发，我还年轻离我远点	Pulled out so much gray hair today, I'm still young, stay away from me	0.664562616
3732	zh-en	现在的警察都是这样办事的么？！	Is this what the police do now? !	0.664562616
3733	zh-en	改变命运的时候来了，可惜不够分，有点失落	It's time to change my destiny, but unfortunately it's not enough, I'm a little lost	-0.071919367
3734	zh-en	今天是宝小姐第一次，参加学校举行的“万圣节”…看来玩的好开心	"Today is the first time for Miss Bao to participate in the ""Halloween"" held at the school... It seems that she had a good time"	0.664562616
3735	zh-en	真的很后悔以前的微博都删了好多东西都找不回来仅剩一些残余的记忆	I really regret that I have deleted a lot of things on Weibo before, but I can't find them back, only some residual memories are left.	0.664562616
3736	zh-en	[婴儿]#Day98#第一次摔下床，现在还心有余悸。并没有一直哭，哄一会吃完奶就睡着了。看着满脸蚊子包熟睡的你，真是后悔，心疼！这是第一次一定也是最后一次。	[Baby] #Day98# fell out of bed for the first time, and I still have lingering fears. I didn't cry all the time, I fell asleep after feeding after coaxing for a while. Looking at you sleeping with a face full of mosquitoes, I really regret it, I feel distressed! This must be the first and the last time.	0.517266219
3737	zh-en	今天是个倒霉的日子…………………	Today is an unfortunate day. . . . . . .	0.664562616
3738	zh-en	做这道菜的心里过程：在菜场看的时候，它们一个个喷着水撒欢，买回家清洗的时候它们都害怕地紧闭着盔甲，由于泥太多，我用力清洗时发现把一个壳弄碎了，觉得它们好可怜~炒的时候很纠结，把它们一个个炒死了~他们有没有神经系统啊？但熟的时候闻到香味我就忘了它们生前的所有，人类好可怕	The mental process of making this dish: When I saw it in the market, they were spraying water one by one and having fun. When I bought it and cleaned it home, they were all afraid to close the armor. Because there was too much mud, when I cleaned it hard, I found that a shell was broken. Broken, I think they are so pitiful~ I was very tangled when frying them, I fried them to death one by one~ Do they have a nervous system? But when I smell it, I forget everything they had before they were alive, humans are so scary	0.664562616
3739	zh-en	看了几日的视频教程终于狠下心安静的去织了感觉还挺不错的妈妈老公都说还不错心里挺开心	After watching the video tutorial for a few days, I finally decided to knit quietly. I feel pretty good. My mother and husband said that it is not bad. I am very happy.	0.664562616
3740	zh-en	做过的选择极少给你回过头更改的机会，又没勇气抛下所有另辟一蹊径，只得努力奋斗，使最初的选择变成正确。	The choices you have made rarely give you the opportunity to go back and change, and you don't have the courage to leave all the alternatives behind. You have to work hard to make the original choice right.	0.664562616
3741	zh-en	如果哪位有幸考中了第一名状元，不仅能得到高官厚禄，还可以名扬天下。	If anyone is fortunate enough to be the first champion in the examination, not only can they get a high official and generous salary, but they can also be famous all over the world.	0.664562616
3742	zh-en	特么即participation后，reflectivewriting成为了我最恶心的体裁1000的反思花了我四天天天检讨才憋完……	Especially after the participation, reflectivewriting has become my most disgusting genre. 1000 reflections took me four days to review every day to finish...	-2.281365316
3743	zh-en	自己买的东西冒着雨也要拿回来，要走那么远内心是崩溃的	I have to take back the things I bought in the rain	-0.80840135
3744	zh-en	我就想问一下@杭州市民卡你们是怎么做到过去一周不管什么时候打你们客服电话都是“服务代表正忙”的忙音。	"I just wanted to ask @Hangzhou Citizen Card how you managed to get the busy tone of ""the service representative is busy"" no matter when you called your customer service phone in the past week."	0.517266219
3745	zh-en	刚刚上床，肩膀ba了一声，感觉整个左肩都不好了疼	I just went to bed, my shoulder slapped, and I felt the whole left shoulder was bad and hurt.	0.664562616
