,source,MT,emotion_labels,error_types,error_severity
5065,拒服兵役的后果小伙子去球了！！！,Consequences of Objection to Military Service The lad went to the ball! ! !,anger,None,Not at all
5066,心理咨询的结果是我有反社会人格和自杀倾向，宝宝表示很受伤,"The result of psychological counseling is that I have anti-social personality and suicidal tendencies, and the baby expresses that he is very hurt",sadness,Mistranslation,Slightly
5067,每次看着相册里我和你200多张相片，我都能想起我们经历的每一件事，虽然有争吵甚至打架，但在我心里都是最美的故事。,"Every time I look at the more than 200 photos of me and you in the album, I can think of everything we have experienced. Although there are quarrels and even fights, they are the most beautiful stories in my heart.",joy,None,Not at all
5068,没带伞在公交站台一好心暖男帮我打伞几分钟他车来了然后他就这样上车了说好的暖男呢不应该把伞留给我嘛不过还是很感谢没过一会又遇到一好心奶奶帮我打伞顿时觉得这是今天遇到的最幸运的事然而等了很久都没有等到11路妈的我这暴脾气又要上来了,"At the bus stop without an umbrella, a kind and warm man helped me with the umbrella for a few minutes. His car came and then he got in the car like this When I met a kind grandma who helped me to hold an umbrella, I immediately felt that this was the luckiest thing I encountered today. However, after waiting for a long time, I didn't wait for the 11th road. Damn, my temper is about to come up again.",anger,Omission,Somewhere in between
5069,作为两个需要沟通者之间的传话人真是累,Tired of being a messenger between two people who need to communicate,sadness,None,Not at all
5070,每天这个点开始你们可以随时轰炸我，每天晚饭时间我希望抽点时间留给家人或是朋友☺️,"You can bomb me at any time from this point every day, I hope to make time for family or friends at dinner time every day☺️",joy,None,Not at all
5071,谁可以告诉我这是什么鬼[惊恐][惊恐]一脸懵b我可以拒绝不要吗[害怕],Who can tell me what the hell is this [horrified] [horrified] can I refuse not to? [scared],fear,None,Not at all
5072,我不丑也不漂亮；我走起路来没有自信；我和父母朋友都争吵；有的晚上，我宁愿自己待着也不出去聚会；我会为小小的事儿掉眼泪；有时候，我假装很快乐。IconstantlythinkI'mnotgoodenough.I'mimperfectbutI'mperfectlyme.一直以来，我都觉得自己不够好。我不完美，但我是完整的自己。,"I'm neither ugly nor pretty; I walk without confidence; I quarrel with my parents and friends; some nights I'd rather stay by myself than go out to parties; I cry over little things; I pretend to be happy. I'm not good enough. I'm not good enough. I'm not good enough. I'm not good enough. I am not perfect, but I am whole.",sadness,None,Not at all
5073,我真的。。。。。我。。同一个地方，同一块石头我能撞上去两次！！！,I really. . . . . I. . I can hit the same rock twice in the same place! ! !,anger,None,Not at all
5074,看爱情保卫战看到这个时间，我也是醉了…明早还要悲催的早起上班呢…想想就觉得好心塞…说好的早睡早起呢…不知道，明天还很忙了么,"Watching the battle of love and seeing this time, I'm also drunk... Tomorrow morning, I have to wake up early to go to work... I feel so heartbroken when I think about it... I promised to go to bed early and get up early... I don't know, are you busy tomorrow?",sadness,Mistranslation; Mistranslation; Omission,Somewhere in between; Yes absolutely; Yes absolutely
5075,看小说看得压根不想干活，恨不得不上班整天泡书里得了！人生呢！斗志呢！,"After reading novels, I didn’t want to work at all, I wish I had to go to work and read books all day long! What about life! Fighting will!",anger,Mistranslation,Somewhere in between
5076,就这辆红车丢了一路垃圾还一直望窗外吐痰@青岛交通广播FM897曝光曝光,Just this red car lost all the garbage and kept spitting out the window @Qingdao Traffic Broadcasting FM897 was exposed and exposed,anger,Mistranslation,Yes absolutely
5077,这种人渣竟然没判死刑真不知道法律是用来干嘛的真的是只针对普通老百姓的,This kind of scum was not sentenced to death. I really don't know what the law is used for. It's really only for ordinary people.,anger,None,Not at all
5078,最美好的事情就是闺蜜都陪着出嫁,The most beautiful thing is that the best friend accompany you to get married,joy,None,Not at all
5079,最近身体身体不行，学习学习不行，烦的我都想哭了该反思自己了！！！！,"Recently, my body is not good, and I can't study and study. I'm so annoying that I want to cry and reflect on myself! ! ! !",anger,None,Not at all
5080,真的是刚开波就已经身心都好累又想买东西了,"It's really just starting the wave, I'm already very tired physically and mentally and I want to buy something.",sadness,None,Not at all
5081,看完007，人生就像坐了一次摩天轮，难易平复此刻心情，有的没的都是最好的安排,"After watching 007, life is like riding a Ferris wheel once, it is difficult to calm down the mood at the moment, some things are not the best arrangement",joy,Mistranslation,Somewhere in between
5082,生日快乐。巨婴忙内。越长越好看了。。,Happy birthday. The giant baby is busy. The longer the better. .,joy,Mistranslation,Somewhere in between
5083,昆明南部客运站的恐怖事件，守门人员结双成对，肆无忌惮提棍殴打来行车辆，何其恐怖，真令人心惊胆战。昆明·昆明市南部汽车...,"The horrific incident at the Kunming Southern Passenger Station, where the gatekeepers paired up, unscrupulously beat the oncoming vehicles with sticks, how terrifying it was, it was truly frightening. Kunming·Kunming South Automobile...",fear,None,Not at all
5084,谢谢你们陪我过生日，我终于18岁啦！！希望所有爱我的人都能够身体健康平平安安开开心心顺顺利利，希望新的一岁自己可以保持心存善念坚持所喜欢的事情，谢谢大家,"Thank you for celebrating my birthday with me, I'm finally 18 years old! ! I hope that all those who love me can be healthy, safe and happy, and I hope that in the new year, I can keep my heart in good faith and stick to the things I like, thank you all",joy,None,Not at all
5085,我又要卓妖了哈哈哈哈等着看效果吧,I want Zhuo Yao again hahahaha wait to see the effect,joy,Mistranslation,Slightly
5086,做了一个变成犯罪分子的纠结梦，讲真，对于法律制裁的恐惧让本宝宝现在都心有余悸，还好还好，我是个好娃子，党和人民的好娃子。,"I had a tangled dream of becoming a criminal. To tell the truth, the fear of legal sanctions makes Ben Baobao still have lingering fears. Fortunately, I am a good boy, a good boy for the party and the people.",fear,Mistranslation,Slightly
5087,这些年努力工作。看着几个小女孩一天天长大心里挺自豪的,Worked hard all these years. I am very proud to see a few little girls grow up day by day,joy,None,Not at all
5088,拍的太有华晨宇的感觉了，美美美！帅帅帅！,"The shot is so Hua Chenyu, so beautiful! Handsome Handsome!",joy,None,Not at all
5089,好烦呐，我备班，我留下加班。不是我备班还是我留下加班！凭什么，凭什么，难道就因为我晚来了几年吗？,"It's so annoying, I'm preparing for the shift, and I'll stay to work overtime. It's not that I prepare the shift or I stay to work overtime! Why, why, is it because I am a few years late?",anger,Mistranslation,Somewhere in between
5090,很不爽！很火大！想问问怎么戒掉牌瘾啊！剁手指？,Very upset! Very hot! I want to ask how to quit card addiction! Chop your fingers?,anger,Mistranslation,Somewhere in between
5091,这密室逃脱真是有点吓人。。。镜子里突然出来鬼。。。爬着爬着隧道摸出来个死人头。。。厕所门上全是恐怖壁画。。。还得趴在厕所门上看里面的血字。。。,This escape room is really scary. . . A ghost suddenly appeared in the mirror. . . Crawling through the tunnel to find a dead head. . . The toilet door is full of horror murals. . . I had to lie on the toilet door and read the blood on the inside. . .,fear,None,Not at all
5092,有毒的草开迷人的花.害你的人说爱你的话.,Poisonous grass blooms charming flowers. Those who hurt you say love you.,sadness,None,Not at all
5093,人生已经如此的艰难，发条微博还要借用别人的手机,"Life is already so difficult, I have to borrow someone else's mobile phone to post a Weibo",sadness,None,Not at all
5094,在一起生活半年了吧，笑笑闹闹的，一家人每个人都有自己的性格自己的脾气，相处很愉快的说,"Live together for half a year, laughing and making trouble, everyone in the family has their own personality and temperament, and they get along very happily.",joy,Mistranslation,Slightly
5095,黑心!为什么就有这么多黑心宠物医院,Black heart! Why are there so many black heart pet hospitals,anger,None,Not at all
5096,愿今年冬天你能收获四季。希望这一次你可以去到四季不那么分明但一直那么温暖的城市。不知道有没有机会说再见，不知道会不会再见，哈哈哈，我居然开始伤感了。,"May you harvest the four seasons this winter. Hopefully this time you can go to a city with less distinct seasons but always so warm. I don't know if there is a chance to say goodbye, I don't know if I will see you again, hahaha, I actually started to feel sad.",sadness,None,Not at all
5097,把我手给咬破了，以后水自己去厨房跳到水池里喝，狗粮自己找出来打开袋子吃，想出去玩自己打开门下去，洗澡变成一天一次！！！道歉没有用，不接受！！！,"I bit my hand, and then I went to the kitchen and jumped into the sink to drink the water myself. I found the dog food myself and opened the bag to eat it. I wanted to go out and play, I opened the door, and I took a shower once a day! ! ! Apologizing is useless, do not accept! ! !",anger,Mistranslation,Somewhere in between
5098,本来今早心情特别好，准备屁颠屁颠去吃鸡蛋灌饼，可是被一上海骗子电话扰乱了心情，骗人就骗人吧他还骂人。以前类似情况我都是忍了，这次真把我惹怒了，所以我就下软件编程，垃圾短信各种轰炸他，10000+垃圾短信，10000+垃圾电话，你就等着受死吧,"Originally, I was in a very good mood this morning, and I was going to eat eggs and cakes, but I was disturbed by a call from a Shanghai liar. I have endured similar situations in the past, but this time it really pissed me off, so I downloaded software and bombarded him with all kinds of spam text messages, 10,000+ spam text messages, 10,000+ spam calls, just wait and die.",anger,None,Not at all
5099,螃蟹们一起加油↖(^ω^)↗人多力量大，给他最好的爱,"Crabs, come on together↖(^ω^)↗There are many people and great strength, give him the best love",joy,Mistranslation,Slightly
5100,姐妹们仔细看看你们用的卫生巾[惊恐]厚厚的不但不透气居然还有异物太吓人了最后一图是闺密面包不多说自己对比一下吧,"Sisters, take a closer look at the sanitary napkins you use [horrified]. They are thick and not only airtight, but also have foreign bodies. The last picture is a girlfriend's bread. Let's compare it yourself.",fear,Mistranslation; Omission,Slightly; Yes absolutely
5101,气死人了。把对象扔的远远的。自己回来了。管他呢，洗洗睡,"So angry. Throw the object away. I came back myself. Leave him alone, wash and sleep",anger,Mistranslation,Slightly
5102,午休梦见自己下班后独自一人在家，走进浴室准备洗澡，抬头却看见镜子里面的自己，背上背着一个没有脸的长发白衣女子，当时有意识的感觉到自己想像恐怖片一样尖叫却叫不出来，在睡梦中挣扎，想要醒过来就迟迟睁不开眼，这才是噩梦吧。岳阳·步行街,"During the lunch break, I dreamed that I was alone at home after get off work. I walked into the bathroom to prepare to take a shower. When I looked up, I saw myself in the mirror, with a faceless woman in white with long hair on her back. At that time, I consciously felt that I wanted to scream like a horror movie. Can't cry out, struggle in sleep, can't open eyes when trying to wake up, this is a nightmare. Yueyang Pedestrian Street",fear,None,Not at all
5103,这到底是什么世界！！！义务性质的帮手，被人看做理所当然！！还一副委屈状告状！真是呵呵了！！！想装的女人果然能从十八岁装到八十八岁！贱人就是矫情！,What the hell is this world! ! ! A voluntary helper is taken for granted! ! Also a complaint of grievance! Really ho! ! ! A woman who wants to dress up can dress up from eighteen to eighty-eight! Bitch is hypocritical!,anger,None,Not at all
5104,尼玛、上班好好的收着个礼物、刚开始以为唯品会送的、高兴的宝宝、最后得知真相以后气死老子了、谁要、拿去、,"Nima, I took a good gift at work, I thought Vipshop would give it at first, happy baby, I finally got mad when I learned the truth, who wants it, take it,",anger,Mistranslation,Yes absolutely
5105,鼠类，真乃武林高手，动物界高智商天才,"Rodents are really martial arts masters, geniuses with high IQ in the animal world",joy,None,Not at all
5106,狗人！特么的天天抽烟，抽死你们这群狗日的~~！！,"dog man! What a smoke every day, you bastards will be smoked to death~~! !",anger,Mistranslation,Yes absolutely
5107,本来就一肚子气你投诉你大爷啊今天怎么这么背,"I was so angry that you complained about your uncle, why are you so reckless today?",anger,Mistranslation; Mistranslation,Yes absolutely; Somewhere in between
5108,妈的，吓死人了，舍友男朋友大半夜找上门在那使劲敲门闯宿舍，好可怕的人[泪流满面][泪流满面]吓死姐姐了,"Damn, I was scared to death. My roommate and boyfriend came to the door in the middle of the night and knocked hard to break into the dormitory. What a terrible person [with tears] [with tears] scared my sister to death",fear,Mistranslation,Slightly
5109,官方得知IS杀害中国人后，继续强烈谴责“伊斯兰国”极端组织残忍杀害中国公民暴力行为！,"After the official learned that IS killed the Chinese, they continued to strongly condemn the violent killing of Chinese citizens by the ""Islamic State"" extremist organization!",anger,None,Not at all
5110,回家的火车票已经没有了（家在新疆），可又没钱买机票，难道又要一个人在外过年了吗过年,"There are no train tickets to go home (I live in Xinjiang), but I have no money to buy air tickets. Do you want to celebrate the New Year alone again?",sadness,Mistranslation,Slightly
5111,穷成我这样你就知道根本没啥想买的，因为根本不敢去想。,"If you are so poor, you know that there is nothing you want to buy, because you don't dare to think about it.",sadness,None,Not at all
5112,自从前天洗了个冷水澡，我就一直觉得自己不对劲。,"Ever since I took a cold shower the day before yesterday, I've been feeling like something is wrong.",sadness,None,Not at all
5113,硬盘出问题的时候才知道备份的重要性,The importance of backup is only known when the hard disk fails,sadness,None,Not at all
5114,这个破路跟炮炸了似的，开车一路过来，颠死宝宝了，偶表示很生气,This broken road is like a cannon blast. I drove all the way and killed the baby. I even expressed that I was very angry.,anger,Mistranslation; Mistranslation,Somewhere in between; Somewhere in between
5115,小企业就是喜欢剥夺员工的私人时间之所以永远就是成长不起来小企业，给员工的私人时间居然还觉得我们占他便宜，真是可笑，工资低另当别论，,Small businesses just like to deprive their employees of their private time. The reason why a small business can never grow up is that it is ridiculous that we take advantage of our employees' private time. Low wages are another matter.,anger,None,Not at all
5116,就是爱你爱着你甜蜜又安心那种感觉就是你晚安,"Just love you, love you, sweet and reassuring, that feeling is your good night",joy,None,Not at all
5117,心烦到想杀人，他妈的又下雨，想做的事永远做不成，草泥马,"So upset that I want to kill, it's fucking raining, I can never do what I want",anger,Omission,Yes absolutely
5118,祝自己生日快乐越来越漂亮哈哈哈哈“自恋一下啦”,"I wish myself a happy birthday and become more and more beautiful hahaha ""narcissism""",joy,None,Not at all
5119,"《追风筝的人》哈桑把你当做朋友,你却把他当做仆人。哈桑为了你获胜,受尽委屈,你明明有机会去救他,可是你懦弱的选择了逃跑。我真想揍你","""The Kite Runner"" Hassan sees you as a friend, but you see him as a servant. Hassan was wronged for your victory. You had a chance to save him, but you cowardly chose to run away. i really want to beat you",anger,None,Not at all
5120,这就让爱奇艺的广告给气死了一开始就一分多钟中间还有广告,"This made iQIYI's advertisement annoyed. At the beginning, there was an advertisement in the middle for more than a minute.",anger,Mistranslation,Yes absolutely
5121,不被谅解，早知道，又何必当初呢，XY好想流泪,"Not being forgiven, I knew it earlier, why was it in the first place, XY really wanted to cry",sadness,Mistranslation,Somewhere in between
5122,16啦，，突然的惊喜，多谢有你们,"16,, a sudden surprise, thank you for having you",joy,None,Not at all
5123,美的我都不敢多看，特别适合做壁纸,"I don't dare to look at the beautiful ones, especially suitable for wallpapers",joy,None,Not at all
5124,最幸福的就是～无论去到哪里都有爸爸牵着,"The happiest thing is that no matter where I go, my father is holding me",joy,None,Not at all
5125,唉唉唉那小孩赶紧起来把自己的玩具收拾好看什么看说的就是你,"Ahhhh, that kid quickly got up and cleaned up his toys, what are you talking about?",anger,Mistranslation,Yes absolutely
5126,看着这两个小家伙，有一种温暖、美好滴,"Looking at these two little guys, there is a kind of warmth and beauty",joy,None,Not at all
5127,今天晚上的月亮是再惊吓和惶恐中看到的、差点让烟花砸到、惊是惊到了、可是我丝毫没有喜悦感……不过、谢谢……真的谢谢……,"I saw the moon tonight in horror and panic. I almost got hit by fireworks. I was shocked, but I didn't feel joy at all... But, thank you... Really thank you...",surprise,None,Not at all
5128,人生总有无奈，太无力的感觉太不好了,"There is always helplessness in life, feeling too powerless is too bad",sadness,None,Not at all
5129,内心的莫名的恐惧，不知道害怕什么，一直心慌，害怕的一个人一直哭……心脏坏了还是脑子坏了,"The inexplicable fear in my heart, I don't know what to be afraid of, I have been flustered, and the person who is afraid keeps crying... The heart is broken or the brain is broken",fear,Mistranslation,Somewhere in between
5130,论双眼皮与单眼皮，当今社会公认双眼皮眼皮好，本人认为这一观点非常正确。要不没有人为了双眼皮去把眼皮上割一刀了。本人认为，还是双眼皮好看，找双眼皮好，但是不要人为制造的，天然双眼皮与人造双眼皮根本不属于一个档次的。,"On double eyelid and single eyelid, it is generally accepted in today's society that double eyelid is good, and I think this view is very correct. Otherwise, no one will cut a knife on the eyelid for the double eyelid. In my opinion, double eyelids are still good-looking, and it is good to find double eyelids, but do not make them artificially. Natural double eyelids and artificial double eyelids do not belong to the same grade at all.",joy,None,Not at all
5131,有她没我，有我没她，看着她点赞我就烦。还以为自己了不起了，踩了个狗屎运而已，对人对事一点不坦诚，早晚会有报应的，你就等着吧。,"With her without me, with me without her, watching her like it makes me annoyed. I thought I was amazing, I just stepped on a piece of shit luck, and I was not honest with people and things. Sooner or later, there will be retribution, so just wait.",anger,Mistranslation,Somewhere in between
5132,斗了一早上地主输了一早上👿👿气死我了,Fighting for a morning with the landlord and losing all morning👿👿 I'm so pissed,anger,Mistranslation,Slightly
5133,重要的事情说三遍：下雪了，下雪了，下雪了!虽然雪不大，但还是很开心。,"The important thing is said three times: it snows, it snows, it snows! Although the snow is not big, it is still very happy.",joy,None,Not at all
5134,别在喜悦时许诺，别在忧伤时回答，别在愤怒时做决定。,"Don't promise when you're happy, don't answer when you're sad, don't make a decision when you're angry.",joy,None,Not at all
5135,发现人越长大深夜可以电话打扰的人越来越少，翻了翻电话薄，竟不知道能打给谁,"I found that as people grow up, there are fewer and fewer people who can be disturbed by phone calls late at night. I looked through the phone book, but I don't know who to call.",sadness,None,Not at all
5136,其实都明白故意在假装心里都明白就是接受不了大道理人人都懂小情绪却难以自控难过那就醉酒吧或许失忆就是最好的办法了酒哭的场景又来了,"In fact, I understand that I deliberately pretend that I understand it in my heart, but I can't accept the big truth. Everyone understands small emotions, but it is difficult to control oneself and feel sad. Then a drunken bar may be the best way to lose memory. The scene of drinking and crying is here again.",sadness,Mistranslation,Slightly
5137,我操！车次弄反了，一路高速还跑过了，要等到天亮了，真是？,"fuck! The number of trains is reversed, and the high speed has passed all the way. It will be until dawn, really?",anger,Mistranslation; Mistranslation,Slightly; Slightly
5138,廉杰同志结婚了。一想过的真快，想想还蛮好笑的，居然阴差阳错这么快就结婚了。都说我结婚，我结婚，结果都不是。唉晚安希望也有这天。,"Comrade Lian Jie is married. Thinking about it so quickly, it's quite funny to think about it, but it was a coincidence that they got married so quickly. They say I'm married, I'm married, but the result is not. Oh good night, hope to have this day too.",joy,Mistranslation,Slightly
5139,日了个狗了，我为了上厕所都没吃早饭，竟然扣一分，上厕所有罪啊,I've been a dog. I didn't eat breakfast to go to the toilet. I even deducted one point. It's a crime to go to the toilet.,anger,Mistranslation,Yes absolutely
5140,有一些事情，有一些经历，从接受到落幕，必须有一个过程，可是这期间总有一些让你无法承受，让你烦恼！年轻真的是必须要这样吗，好像我一直在逆来顺受，感觉很悲苦，唉,"There are some things, there are some experiences, there must be a process from acceptance to ending, but during this period, there are always some things that you can't bear and make you annoyed! Does youth really have to be like this? It seems that I have been submissive, and I feel very sad, alas",sadness,None,Not at all
5141,俗话说，早起的鸟儿有食吃，我想那些小家伙们一定是在为今天的劳动分配工作呢。小鸟都如此、人更应该勤勉！于是伸了个懒腰、迅速起床；准备迎接今天的第一缕阳光……,"As the saying goes, the early bird gets food, and I think those little guys must be allocating work for today's labor. Birds are like this, people should be more diligent! So I stretched out and got up quickly; ready to meet the first ray of sunshine today...",joy,None,Not at all
5142,每天半夜被蚊子咬醒我还真是一点脾气都没有,I am woken up by mosquito bites every night and I really have no temper.,anger,None,Not at all
5143,damndamndamndamn我操心那么多干嘛不想了弄报告去,Damndamndamndamn I worry so much why don't I want to get a report,anger,Mistranslation,Slightly
5144,这是反面教材！！朋友们，你们认真点好么,"This is negative teaching material! ! Friends, are you serious?",anger,Mistranslation,Somewhere in between
5145,我疯了，科三挂了，挂在不是问题的问题上,"I'm crazy, the third part is hanging, hanging on a problem that's not a problem",sadness,Mistranslation; Mistranslation,Somewhere in between; Somewhere in between
5146,尼玛，班上都有人被公司招走了，我他妈还不知道自己要做什么,"Nima, everyone in the class was hired by the company, I don't know what the fuck I'm going to do yet",anger,Mistranslation,Yes absolutely
5147,太可怕了，刚刚梦见我那么大岁数还在敲程序，吓得我心脏一斤……,"It's so scary, I just dreamed that I was still typing programs at my age, which scared my heart a pound...",fear,None,Not at all
5148,不喜欢就是不喜欢遇到真爱哪是这样的呢我只能让自己更加优秀去遇到真的很爱我的人如果我很差劲我也不舍得在这样的状态遇到他怎么说也还是自己多改善自己的一切吧加油加油啦,"If I don't like it, I just don't like to meet true love. I can only make myself better to meet someone who really loves me. If I'm bad, I'm not willing to meet him in this state. Improve everything about yourself, come on, come on",joy,Mistranslation,Somewhere in between
5149,硬生生地把过去这半个月的档期填得满满当当，总是临时接到客户电话赶往外地…原本今天是这个月可以好好休息的第一天，但还是工作到这个点，身心俱疲啊……我好饿,"Forcibly filled up the schedule for the past two weeks, always receiving calls from customers and rushing to other places... Originally, today was the first day of the month to have a good rest, but I still work to this point, and I am exhausted physically and mentally. ……I'm very hungry",sadness,None,Not at all
5150,如果你一直牵着我的手，我定不会轻易放手；如果我们之间总是闹别扭，我还是会先努力试几试，如果结果仍不满意，我终不会将就，或许我们是真的不合适，等攒够了失望，我就会离开，不再回头。。。（写的真好）,"If you keep holding my hand, I will not let go easily; if we are always in trouble, I will try hard first, if the result is still unsatisfactory, I will never give up, maybe we are true It's not suitable, when I've saved enough disappointment, I'll leave and never look back. . . (very well written)",sadness,Mistranslation; Mistranslation,Slightly; Somewhere in between
5151,比赛开始！给我往死了踢香港！！,Game start! Kick Hong Kong to the death for me! !,anger,None,Not at all
5152,操气，不考了，睡觉！监考老师改卷老师，我恨死你们了，51分，51分，49分，53分，四门考试能让我过一门吗？真想骂人,"Fuck it, don't take the test, go to sleep! The invigilator changed the paper, I hate you, 51 points, 51 points, 49 points, 53 points, can I pass one of the four exams? I really want to curse",anger,Mistranslation,Slightly
5153,刚躺下准备睡觉被这张图戳中了有时候真的需要接受现实有些事永远也回不去以前的样子了问自己后悔过么后悔了可能再也回不去所以没有所以难过自己受着,I just lay down and was about to go to sleep. I was hit by this picture. Sometimes I really need to accept the reality. Some things will never go back to the way they used to be. I asked myself if I regretted it. I may not be able to go back. So I feel sad.,sadness,Mistranslation,Slightly
5154,追剧啊后果啊就是每天提心吊胆害怕唐队领便当.....,The consequences of chasing dramas are that I am afraid every day that the Tang team will lead the lunch......,fear,Mistranslation,Somewhere in between
5155,有时候让客户气的，我真心给他拧巴拧巴碎尸万段,"Sometimes when a client gets angry, I really screw him up",anger,Mistranslation,Somewhere in between
5156,😊好了我23了😊就算老了一岁也要开心的过啊😭生日愿望就希望这一年干什么都顺利好啦,"😊Okay, I'm 23😊 Even if I'm a year older, I have to be happy 😭 Birthday wish I hope everything goes well this year",joy,None,Not at all
5157,办公室里有个老烟棒也是要逼死人了,There's an old cigarette stick in the office that's going to kill people,anger,None,Not at all
5158,想要1300去我家eason演唱会,I want 1300 to go to my eason concert,joy,None,Not at all
5159,分享图片被霸占的地基和故意损坏的房屋,Share pictures of occupied foundations and deliberately damaged houses,anger,None,Not at all
5160,两个大男人话那么多是要怎样，化身机关枪大妈？,"What are the two big men talking so much about, turning into a machine gun mom?",anger,None,Not at all
5161,我现在真的敲难过为什么自己不会画画文字功底太差完全不能写出自己想到的那个画面和意境。又吃不到任何粮食，真的超想哭,"I'm really stumped now why I can't draw and write, and my writing skills are so poor that I can't write the picture and mood that I think of. I can't eat any food, I really want to cry",sadness,Mistranslation,Yes absolutely
5162,第一次玩微博，我发现自己好落后！,"Playing Weibo for the first time, I found myself so backward!",sadness,None,Not at all
5163,愿我们，就这么一直开心幸福下去。,May we stay happy and happy forever.,joy,None,Not at all
5164,大号是只猪～风天辰是只猪～小猪小猪啦啦啦～（谁敢艾特风天辰我跟他拼命）,"The big one is a pig~Feng Tianchen is a pig~Little pig little pig la la la~ (Who dares to Aite Feng Tianchen, I will fight with him)",anger,None,Not at all
5165,肚子一直咕噜咕噜咕噜～～我还是思念番茄酱，鸡肉卷，喔～还有上校。,"My stomach keeps rumbling~~ I still miss ketchup, chicken rolls, oh~ and the Colonel.",sadness,None,Not at all
5166,老祖宗留下的文化全特么被棒子抢去了,The culture left by the ancestors was all stolen by the stick,anger,Mistranslation,Somewhere in between
5167,我们被紧紧拥抱的这许多许多小幸运要好好努力才能更对得起最近遇到的暖心事太多了虽不说何德何能也要道一句心怀感激感谢你们爱护珍重我的笑容肯定珍惜我的内心感激🙏,"The many, many little lucks that we are hugged tightly must work hard to be more worthy of the heart-warming things we have encountered recently. Although I don’t say He De He Neng, I have to say a word of gratitude. Thank you for loving and cherishing my smile. You must cherish my smile. Grateful 🙏",joy,Mistranslation,Slightly
5168,有些事情是不能等的，每天去跑步，去留意身边的风景，去帮助别人。一定要开心!!,"Some things can't wait, go for a run every day, pay attention to the scenery around you, and help others. Must be happy!!",joy,Mistranslation,Slightly
5169,能诗善文，工书法李邕能诗善文，工书法，尤擅长行楷书。,"Able to write poetry and calligraphy, Li Yong is good at poetry and calligraphy, especially good at regular script.",joy,None,Not at all
5170,回公司双11买的东西到的最快的最爱的是你💍,"When I go back to the company to buy things on Double 11, the fastest I love is you 💍",joy,None,Not at all
5171,幸福的氛圍也被感染了覺得自己也很幸福,"The happy atmosphere is also infected, and I feel that I am also very happy",joy,None,Not at all
5172,话说，怎么老受伤……那些衣服怎么洗，头发怎么洗,"In other words, how do you get hurt all the time...how do you wash those clothes, how do you wash your hair",sadness,Mistranslation,Slightly
5173,很多事情真是活久见要学会淡定看开一点,"A lot of things really live a long time to see, learn to calm down and look away",joy,Mistranslation,Somewhere in between
5174,我觉得好的感情不是一味的单向付出而是我在努力的同时也能收到你的回应不是我为你改变许多而是每一天都甘愿为对方做更好的自己不是两个人互相捆绑而是两个人一起去看更多更精彩的世界,"I think a good relationship is not a one-way effort, but I can also receive your response while working hard. It is not that I have changed a lot for you, but that I am willing to do better for each other every day. It is not that two people are tied to each other. It is two people to see more and more wonderful world together",joy,None,Not at all
5175,单位里出了事，一位保安被打了，我还在处理，哎！遇到不讲理的，蛮横得很，真是没王法了,"There was an accident in the unit, a security guard was beaten, and I'm still dealing with it, hey! When I meet someone who is unreasonable, they are very arrogant. There is really no king.",anger,Mistranslation,Somewhere in between
5176,非常幸福。今天特别想谢谢亲爱的妈妈,very happy. I would like to thank my dear mother today,joy,None,Not at all
5177,本来就烦，一聊天更烦，找男朋友千万不要找理科生，脑子一根筋什么都要理由都要追根究底，就歧视理科男了，不服的来打我啊,"It’s annoying to begin with, but it’s even more annoying when chatting. If you’re looking for a boyfriend, don’t look for a science student. If you have any reason, you have to get to the bottom of it, so you discriminate against science men.",anger,Mistranslation; Omission,Yes absolutely; Yes absolutely
5178,现在的小朋友真是叼爆了，果然是90后的风格。,"Today's children are really crazy, and it really is the style of the post-90s.",joy,None,Not at all
5179,"多希望我只是个孩子,给颗糖就笑,摔倒了就哭","I wish I was just a child, laugh when I give a candy, cry when I fall",sadness,None,Not at all
5180,缘生花开叶茂，缘灭花凋叶落。待一季轮回，花再绽，叶新生。冰释前缘，此生缘伴君足矣。,"The edge of the flower blooms and the leaves are lush, and the edge of the flower withers and leaves. After a season of reincarnation, the flowers bloom again and the leaves are born again. Freeze the front edge, this life is enough to accompany you.",joy,Mistranslation; Mistranslation,Somewhere in between; Slightly
5181,不给发钱，年终奖也不给，什么待遇也没有，真是后娘养的，丧门一个个的，倒霉旋,"No money, no year-end bonus, no treatment, really a stepmother, one by one",anger,Mistranslation; Mistranslation,Yes absolutely; Yes absolutely
5182,"Clever,isintheshortestpossibletimetorecognizetheirownposition.聪明；就是在最短的时间内认清自己的位置……","Clever, isintheshortestpossibletimetorecognizetheirownposition. Clever; is to recognize your own position in the shortest time...",joy,None,Not at all
5183,凌晨一点三十三，一点睡意都没有。有紧张有恐慌有期待，长大了吗，我时不时的问自己。要去见他父母了，我忽然又有些退步，对未来的惶恐……愿一切美好。济南·万达广场,"It was 1:33 in the morning, and I had no sleep at all. There is tension, panic, and anticipation. Have I grown up? I ask myself from time to time. I was going to see his parents, and I suddenly took a step back. I was apprehensive about the future... May everything be fine. Jinan Wanda Plaza",fear,None,Not at all
5184,一个人也不知道吃什么，德克士成了孤单的必属品。,"A person does not know what to eat, and Dicos has become a must for loneliness.",sadness,Mistranslation,Somewhere in between
