lp,src,mt,score
zh-en,一直很抵制恐怖片的，胆小怕做噩梦[生病]但是抵挡不住pyq，微博，[轻轨]上大家的连番轰炸[哆啦A梦汗]作为恐怖片确实是合格的，足够让你不敢上厕所了，至于有些逻辑不通：比如僵尸为了配合[快轨]跑那么快，自私的人把可能尸变的人轰到更安全的车厢[哆啦A梦吃惊]考虑到主角光环也可以理解[哼],"I have always resisted horror movies. I am timid and afraid of having nightmares [sick], but I can't resist pyq, Weibo, and the continuous bombardment of everyone on [Light Rail]. [Doraemon Khan] is indeed qualified as a horror movie, enough to make You don't dare to go to the toilet. As for some logics that don't make sense: for example, the zombies run so fast to cooperate with [fast track], and selfish people blast people who may become corpses to a safer carriage [Doraemon Surprised] Considering the protagonist's halo Also understandable [hum]",0.517266219
zh-en,想起了那一天被欧皇大壕控制的恐惧肝帝欧洲地主真可怕|ω･`)[哆啦A梦吃惊][哆啦A梦吃惊],I remember the fearful liver emperor who was controlled by Ouhuang Dahao that day. The European landlord is terrible|ω･`)[Doraemon surprised][Doraemon surprised],-0.80840135
zh-en,王俊凯粉丝太棒了！！早起的时候还没，补完作业时发现已经第一了,"Wang Junkai fans are amazing! ! I didn't get up early, but when I finished my homework, I found that I was already the first",-0.80840135
zh-en,每次说要早点睡，可是到最后都会睡不着，好心塞,"Every time I say I want to go to bed earlier, but I can't sleep in the end, I'm so heartbroken",0.664562616
zh-en,碰到路痴真想骂娘！！冷的肚子疼想想自己也是这样的人,"When I meet Lu Chi, I really want to scold my mother! ! Cold stomach hurts thinking about myself like this",-3.754329282
zh-en,一点都见不得别人好的人，简直十恶不赦！！！,"You can't see good people at all, it's just heinous! ! !",-0.80840135
zh-en,为啥港澳台、国际提前2小时才能进入？让大家都在外面等着，太过分了，如何为客户服务的？和现在的大环境格格不入。好好反思吧！,"Why can Hong Kong, Macao, Taiwan, and international countries enter 2 hours in advance? It's too much to make everyone wait outside, how to serve customers? It doesn't fit in with the current environment. Think about it!",-0.80840135
zh-en,放弃往往是很难受的，但有时候理性必须大于感性,"Giving up is often hard, but sometimes reason must outweigh emotion",0.664562616
zh-en,什么狗屁选修计算机二级一个选修课遇到这么事逼的laoshi做这做那会做我还能在这儿听你比比叨么，吃屎去吧,"What bullshit elective course in Computer Science, Level 2, an elective course, Laoshi is forced to do this and that, can I still listen to you here, eat shit",-0.80840135
zh-en,把人惯坏了，又莫名其妙打白，勒是安的撒子心,"Spoiling people, and inexplicably whitewashing them",-0.80840135
zh-en,该把版权方拉出来吊打！你们这样老霉知道吗？？,The copyright owner should be pulled out and slapped! Do you idiots know that? ?,-0.80840135
zh-en,星期三的早上欧巴早安各位橙子早安降温了大家都多穿点啊今天也请继续如彗星般的前进吧💪,"Good morning Oppa on Wednesday morning, oranges, good morning, it's cooling down everyone, please wear more clothes today, please continue to move forward like a comet💪",0.664562616
zh-en,經濟課可以睡覺啦！！！我的內心是喜悅de,Economics class can sleep! ! ! my heart is joy,-0.80840135
zh-en,人生总是有遗憾的，但我多渴望能完美。,"There are always regrets in life, but I long for perfection.",0.664562616
zh-en,日子过得蠢死了，不完全统计了下这周日程，明天要交的三个作业全没写完，东大的学长找了好久都没空回，这种一团乱麻的日常什么时候才能到头,"Life is so stupid, I don't fully count the schedule for next week, and I haven't finished the three assignments due tomorrow. The seniors from Dongda University have been looking for a long time and haven't been able to return. When will this messy daily life be completed? end",-0.80840135
zh-en,你不懂我的欲言又止，我不懂你的沉默不语,"You don't understand my hesitation, I don't understand your silence",0.664562616
zh-en,踏马被渣浪anti了！！！！靠！鄙视渣浪一万年,The scum wave was anti on the horse! ! ! ! Depend on! Despise the scum wave for ten thousand years,-0.80840135
zh-en,从今天起，拒绝鸡汤鸭汤对我心灵的摧残,"From today onwards, I will refuse the destruction of chicken soup and duck soup to my soul",-0.80840135
zh-en,上班以来木有坐过公交车🚌🚌因为懒惰，早起不来，花了好多冤枉钱，第一次早起坐公交，心情美美哒！悠闲的上个班，美好的一天即将来临,"I have never been on the bus since I went to work🚌🚌Because I was lazy, I couldn’t get up early, and I spent a lot of money. It was the first time I got up early to take the bus, and I was in a good mood! A leisurely work, a beautiful day is coming",-0.071919367
zh-en,无论是感同身受的用有限钱币帮助难民，还是勇敢机智地逃避追捕执行任务，期间不经意对粉丝来个爱的浪漫告白，甚至是被猎人抓到时无奈地摊手耸肩和顿足懊恼，都是我们最爱的最真实的易烊千玺。,"Whether it’s helping refugees with limited coins, bravely and tactfully evading the pursuit and carrying out the mission, inadvertently making a romantic confession of love to fans during the period, or even helplessly shrugging and stomping our feet when caught by hunters, we are the most The most real Yi Yang Qianxi in love.",-0.80840135
zh-en,你可以是开水烫死我，也可以是冰水冻死我，但不能是温水耗着我，我要的是黑白分明，干净利落……,"You can scald me with boiling water, or freeze me with ice water, but you can't use warm water, what I want is black and white, clean and neat...",-0.071919367
zh-en,苍天啊，要么赐我一个客户⋯⋯要么赐我一份工作吧⋯⋯我要崩溃了,"God, either give me a client...or give me a job...I'm going to break down",0.664562616
zh-en,艹你大爷，真心有病，还能不能好好让人待下去，一大早一件接一件神经病，你不挑刺不能活吗,"Damn you, uncle, you are really sick, can you still let people stay, one after another insane in the morning, can't you live without being picky?",-0.80840135
zh-en,妈个蛋，不用vpn还进不去逼朕下了个vpn投完最后一发，睡觉,"Damn it, I can't get in without a vpn and force me to download a vpn after the last shot, go to sleep",0.664562616
zh-en,不如意的事情太多了，就像一个火球，随时会爆发,"There are too many unpleasant things, like a fireball that will explode at any time",0.664562616
zh-en,这张图太好了！！！！！！！！！！！！,This picture is so good! ! ! ! ! ! ! ! ! ! ! !,0.664562616
zh-en,00后说话潜规则，90后阿姨们惊呆了，80后的姥姥们目瞪口呆,"The post-00s speak unspoken rules, the post-90s aunts are stunned, and the post-80s grandmothers are stunned",0.664562616
zh-en,中国电信，服务态度太差了！说好的三天，都已经五天了！等得我不耐烦了！,"China Telecom, the service attitude is too bad! It's been five days since we said three days! I'm getting impatient waiting!",0.664562616
zh-en,早餐吃不下，中餐又难吃，空调也不给开,"I can't eat breakfast, the Chinese food is unpalatable, and the air conditioner is not turned on",0.664562616
zh-en,我能说我刚才善良了，我现在后悔了吗。,"Can I say that I was kind just now, do I regret it now.",0.664562616
zh-en,蜜月旅行，虽然缩短到不到一个星期，可是是自己喜欢的人，物价不高，打车费就不说了……人生如果能缩短些烦琐的事，多些自己喜欢的～该是多美丽。,"Honeymoon travel, although shortened to less than a week, is the person you like, the price is not high, and the taxi fare is not to mention... If life can be shortened to some trivial things, and more of what you like ~ how beautiful it should be .",-0.80840135
zh-en,致青春和那些年后又一个觉得好看的电影小幸运,"To youth and another movie that looks good after those years, Little Lucky",-0.80840135
zh-en,都是些什么人～大清早的就气死我了～不来就不关我什么事的～,"What kind of people are they~ I was mad at me early in the morning~ If I don’t come, it’s none of my business~",-0.80840135
zh-en,2，3，6，7，8，9简直是我不能忍受的但是在我25岁的人生里我的确碰到过很多这样不注重细节不尊重她人的人,"2, 3, 6, 7, 8, 9 is simply unbearable to me but in my 25 year old life I did meet a lot of people who don't pay attention to details and don't respect her people",-2.281365316
zh-en,看到你们的留言了！每一条都仔细看了，有的写得真是太感动了。谢谢大家一直以来的支持，我也会为大家争取来更多福利！这次没拿到的，你离下一次福利也不远咯,"Saw your message! I read each of them carefully, and some of them are really touching. Thank you for your continued support, and I will strive for more benefits for you! If you didn't get it this time, you're not far from the next benefit.",0.664562616
zh-en,真的特别害怕夫妻干仗，看到，听到时心里都极难受。骂得难听，打得狠决，都跟要杀了对方似的！却解决不了任何问题，不光会受伤，还伤了感情！有矛盾坐下来好好交流不行吗？为什么非要以这样一种极端暴力的方式解决呢？做一个有知识有文化有素养的讲理的人吧。（楼上干仗，受到惊吓的我展开全文c,"I was really afraid of husband and wife fighting. When I saw it and heard it, I felt extremely uncomfortable. The scolding was ugly and the beating was fierce, as if they were going to kill the opponent! But it can't solve any problems, not only hurts, but also hurts feelings! If there is a conflict, sit down and have a good exchange, can't you? Why must it be resolved in such an extremely violent way? Be a reasonable person with knowledge, culture and literacy. (The battle upstairs, I was frightened to expand the full text c",0.664562616
zh-en,阳光真好～晨读真好～努力做好眼前的事吧～一起加油加油～做好自己，想要的都会有的，迟早的事嘛，不着急,"Sunshine is so good~ Morning reading is so good~ Let’s work hard to do the things in front of you~ Let’s work hard together~ Be yourself, you will have what you want, sooner or later, don’t worry",0.664562616
zh-en,一个打乒乓球的足协主席，弄来一个固执的法国傻子做教练，搞的以前还能在场上有几脚浪射的球员，只会在比赛中倒脚练习传球了---操你妈的！！,A football association president who plays table tennis hired a stubborn French idiot to be the coach. He made a player who used to be able to shoot a few feet on the court. He would only practice passing the ball in the game. Fuck you. of! !,0.664562616
zh-en,南方供暖是应该供暖的冬天特别的难过啊,Heating in the south is especially sad in winter when it should be heated.,-0.80840135
zh-en,周日人生第一次参加宝宝运动会，表现棒棒哒！还没开场就跃跃欲试，进去了就不愿意出来，各种项目都能很好的完成，最让妈妈惊讶的是只用讲一次你就能明白规则啦！最喜欢钻那个什么帐篷和过桥桥，重复一次又一次，小霸王居然还把前面的小朋友一把掀开，让我来！😳😳今天，第一次愿意穿睡袋了～,"Participated in the baby sports meeting for the first time in my life on Sunday, and the performance was great! I was eager to try it before the opening, and I didn’t want to come out when I went in. All kinds of projects could be completed very well. What surprised my mother the most was that you could understand the rules with only one lecture! What do you like most about drilling tents and crossing bridges? Repeated again and again, Xiao Bawang actually opened the children in front of him and let me come! 😳😳Today, I am willing to wear a sleeping bag for the first time~",-2.281365316
zh-en,顺其自然而来的结果，大都不会太差。,The results that come naturally will not be too bad.,0.664562616
zh-en,斑马斑马你还记得我吗我是强说着忧愁的孩子啊～,"Zebra, Zebra, do you remember me? I'm a child who speaks of sorrow",0.664562616
zh-en,终极问题：哪天自己将要死了，还有事情想做，这是什么感觉。（妈的，我不想死,"The ultimate question: What does it feel like to die one day and have things to do. (Damn, I don't want to die",0.664562616
zh-en,不知道是不是错觉，突然觉得你能开始慢慢地接受我了，前所未有的幸福感,"I don't know if it's an illusion, I suddenly feel that you can start to accept me slowly, an unprecedented sense of happiness",0.664562616
zh-en,气死我了偏偏这时候pos联通卡故障,"I'm pissed, but at this time, the pos Unicom card is faulty",0.664562616
zh-en,[害怕]贴这面膜出去晚上都能吓死人了(,[Scared] Putting this mask on at night can scare people to death (,0.664562616
zh-en,在你们看不到的地方，我也在很认真的生活、学习。攒钱去面试，只希望有一天，飞上蓝天。,"In places you can't see, I also live and study very seriously. Save money to interview, only hope that one day, fly to the blue sky.",0.664562616
zh-en,起床了，美美的一天，心情好好的，事情顺顺利利的,"Wake up, beautiful day, in a good mood, things are going well",0.664562616
zh-en,重感冒、头昏脑胀、咳的肺要炸了、每天四点半起床上班晚上九点半下班，想请个假却被告知实习科室快要结束太忙人手不够我操你妈,"Severe cold, dizzy, coughing lungs about to explode, get up at 4:30 every day and get off work at 9:30 at night, want to take a leave but was told that the practice department is coming to an end, too busy and not enough staff I will fuck your mother",0.664562616
zh-en,装逼gui，什么鬼！气死我了！！！,"Pretending to be a gui, what the hell! I'm furious! ! !",-0.071919367
zh-en,我不太会踢球，但是要是有人嘘我祖国的国歌，我拼了老命也要让他服,"I'm not very good at football, but if someone booed my country's national anthem, I'd try my best to make him obey",0.664562616
zh-en,客机降落遇横风，737布拉格机场上演惊险一幕！机长当即拉起复飞。降落时突然那下风切变，机身整体忽然一沉。右起落架这么看应该是接地过载了。落下来后又弹起，得做后起落架结构探伤了。真TM吓人，估计我坐里面得吓死了，本来就恐飞。秒拍视频,"The passenger plane landed in a crosswind, and the 737 Prague Airport staged a thrilling scene! The captain immediately pulled up for a go-around. When landing, the downwind sheared suddenly, and the whole fuselage suddenly sank. The right landing gear should be overloaded on the ground. After falling and bouncing up again, it is necessary to do the inspection of the rear landing gear structure. It's really scary, I guess I'm scared to death when I sit in it, and I'm afraid of flying. Video in seconds",0.664562616
zh-en,什么破老师啊讲课讲不明白读个东西也读不顺好像刚学会说话样这都大三了她是学院派来跟我们闹着玩的嘛真是能不能给我们换个好老师好好教我们啊让这种老师教太侮辱我们这些坐在教室里学习的同学了我实在忍不下去了必须吐槽是不是学院没老师了啊把打扫卫生的阿姨给征来当老师了啊,"What a bad teacher, I can't understand the lectures, and I can't read things well. It seems that I just learned to speak. She is a junior. She was sent by the college to play with us. Can you really change us to a good teacher and teach us well? This kind of teacher teaching is too insulting to our classmates who are sitting in the classroom and studying. I can't bear it anymore. I have to complain if there is no teacher in the college. The aunt who cleans is given to Zhenglai as a teacher.",-0.80840135
zh-en,操，噩梦连着做，中间吓醒四次，但是太困了，自己瞬间睡着，然后又做，梦见现实害怕的所有东西，不怕梦不全，反正日子长,"Fuck, I had nightmares in a row, woke up four times in the middle, but I was so sleepy, I fell asleep instantly, and then I did it again, dreaming about everything I was afraid of in reality, not afraid of incomplete dreams, anyway, the days are long",0.664562616
zh-en,以五十步笑百步！只会崇拜强者却又鄙视弱者的你真EX,Laugh at 100 steps with 50 steps! You who only admire the strong but despise the weak are really EX,-0.80840135
zh-en,骗人害我看3分钟也看不到最后一个球,"Lie, I can't see the last ball for 3 minutes",0.664562616
zh-en,你看失去缘分的我们，在一个城市也不会相遇。,"You see, we who have lost our fate will never meet in the same city.",0.664562616
zh-en,练琴伤到手指，无名指中指酸到代码都没法敲…,"I hurt my fingers when I practiced the piano, and my ring finger and middle finger were so sore that I couldn't type the code...",0.664562616
zh-en,老是在生气，控制不住的节奏已被自己逼疯。,"Always angry, the uncontrollable rhythm has driven me crazy.",0.664562616
zh-en,梦到曾经的人和事，大家都没有变，还和以前一样，是最近累了吧、想回到从前，回到那些人身边❤️,"Dreaming of the people and things in the past, everyone has not changed, and it is still the same as before. I am tired recently. I want to go back to the past and go back to those people ❤️",0.664562616
zh-en,气鼓鼓的🐡河豚🐡刚下班，迎着寒风赶回家…这公司真是够了，本来就不景气，还养了一堆脾气比本事大，心眼比工资多的员工,"The angry 🐡 puffer fish 🐡 just got off work and rushed home against the cold wind... This company is really good enough, it was already in a recession, and it has raised a bunch of employees who are more temperamental than their abilities, and their hearts are more than their wages.",-0.80840135
zh-en,@滴滴出行每次呼叫都是一两公里外的滴滴抢到，抢到每次要等20分钟以上！！！很耽误时间！！！！！,"Every call from @ Didi Chuxing is grabbed by Didi from a distance of one or two kilometers, and it takes more than 20 minutes to grab each call! ! ! Very time consuming! ! ! ! !",0.664562616
zh-en,人生有那么多相遇，却偏偏喜欢与你的那一场,"There are so many encounters in life, but I like the one with you",0.664562616
zh-en,这一上午的时间，半小时的‘被思想教育’，半小时的‘道歉会’，一小时的打不通电话，一小时的当地往返……结论：工作单位的人际关系，一个未考虑周全，就会引发一系列的人品‘败坏’；找政府部门办事，别指望电话咨询可以解决（占线中……）。,"This morning, half an hour of 'ideological education', half an hour of 'apology meeting', one hour of inability to make calls, and one hour of local trips... Conclusion: The interpersonal relationship in the workplace is an unconsidered one, It will lead to a series of character 'corruption'; go to the government department to do things, don't expect telephone consultation to solve (busy line...).",0.664562616
zh-en,#以诚相贷#一个勇敢的人，从不害怕去尝试失败的滋味，因为在他的字典里，失败并不可怕，可怕的是没有战胜失败的勇气。现在起，做一个勇敢的人，自信面对生活的每一天。（图文来源于网络）,"#一成相情# A brave person is never afraid to try the taste of failure, because in his dictionary, failure is not terrible, what is terrible is that he does not have the courage to overcome failure. From now on, be a brave person and face every day of life with confidence. (Graphics and texts come from the Internet)",-0.80840135
zh-en,大学过的第一次阳历生日，谢谢小伙伴！,"The first solar calendar birthday in college, thank you my friend!",0.664562616
zh-en,你再也讲不出的过往，陈词滥调，我无心听。我说不出的故事，索然无味，你无需问。匆匆的时光里，我少了你，你没了我……,"The past you can't tell anymore, clichés, I don't want to listen. The stories I can't tell are boring, you don't need to ask. In the rush of time, I lost you, you lost me...",0.664562616
zh-en,生活那么美好，只可惜这里不下雪！,"Life is so beautiful, it's a pity it doesn't snow here!",0.664562616
zh-en,心疼的没法直视他的图片我一定是一个人,"It hurts that I can't look directly at his picture, I must be alone",-0.80840135
zh-en,9.3的评分还真不是盖的，看完还想再看一次。,"The 9.3 rating is really not a cover, and I want to watch it again after reading it.",-0.80840135
zh-en,對方喜歡你選的禮物，才是最開心的事,It is the happiest thing that the other person likes the gift you choose,0.664562616
zh-en,贱人就是矫情，说的就是你，来看吧,"The bitch is hypocritical, it's you, come and see",0.664562616
zh-en,早晨别忘记给自己一个心理暗示：美好的一天开始了，快乐度过，微笑生活，我能行！,"Don't forget to give yourself a psychological hint in the morning: a beautiful day has begun, spend it happily, live with a smile, I can do it!",0.664562616
zh-en,世界噪音太多，一辈子做自己会是最大的成功和幸福。,"There is too much noise in the world, and it will be the greatest success and happiness to be yourself all your life.",0.664562616
zh-en,今天一个同学发给我当时在教室睡觉的照片一下感觉像没多久一样回想来看长发都及腰了那么短的妹妹头都中分过脸了时过境迁⏳⏳再想一下我都是以2为十位数来计算年龄了心里就不觉的忧伤起来了算了这大半夜我就不感叹了还是乖乖睡了吧,"Today, a classmate sent me a photo of sleeping in the classroom at that time, and it feels like it’s not too long ago. Looking back, I can see that the long hair is waist-length and the short sister’s head is parted in the middle. Time has changed⏳⏳Thinking about it again, I always take 2 as the Ten digits are used to calculate the age. I feel sad without realizing it. Forget it, I won’t sigh in the middle of the night. Let’s just sleep well.",0.664562616
zh-en,感觉自己现在就像是在打怪升级。游戏人生，我喜欢,"I feel like I'm fighting monsters to upgrade now. game life, i like it",0.664562616
zh-en,太过分了，中国队进球了，裁判竟然不算。投诉裁判,"It's too much, the Chinese team scored a goal, and the referee didn't even count it. Complain to the referee",0.664562616
zh-en,女的突然发飙，＂老娘上次输520，这次输748，你都能把钱取出来，牛逼啊你！密码是啥，不说把你废了！＂男的战战兢兢吐出六个数字＂438438＂,"The woman suddenly became furious, ""I lost 520 last time, and this time I lost 748, you can take out your money, you are awesome! What is the password, not to mention that you will be abolished!"" The man fearfully spat out six numbers. 438438""",0.664562616
zh-en,姑父每次出差回来都带这些东西！特产,Uncle brings these things every time he comes back from a business trip! specialty,0.664562616
zh-en,心疼广东人民以及四次进入冬天失败的南宁人民,I feel sorry for the people of Guangdong and the people of Nanning who have failed to enter the winter four times,0.664562616
zh-en,老子遇的到，非要半夜来闹一责，像闹的好耍一样,"When I encounter it, I have to come and make a fuss in the middle of the night, like a good joke.",0.664562616
zh-en,坑爹导师你粗来！宝宝保证不打死你！起了一大早回学校见你你居然说说错了不是今天是明天！知不知道我昨天一点多才回家很困啊！,"Pit father tutor, you are rough! Baby promise not to kill you! I woke up early in the morning and went back to school to see you. You actually said something was wrong. It's not today or tomorrow! Do you know that I was very sleepy when I got home after one o'clock yesterday!",-0.80840135
zh-en,前兩天不在家請老爸幫我餵狗，他居然給了一個雞腿給豆豆吃，結果現在他對肉有了瘋狂的熱愛，狗糧都不怎麼吃,"I was away from home two days ago and asked my dad to help me feed the dog. He actually gave Doudou a chicken leg. As a result, now he has a crazy love for meat and doesn’t eat much dog food.",0.664562616
zh-en,今天依旧有好好打榜，现充准备考试和体测乱七八糟的事，只有看夏宝宝有好心情啦，我们家两个boy越来越好越来越帅啦，很开心，晚安，希望你们两个也能天天开心。,"There is still a good ranking today, and now I am busy preparing for exams and physical examinations. I can only see that Xia Baobao is in a good mood. Our two boys are getting better and better and more handsome. I am very happy, good night, I hope you two Can also be happy every day.",0.664562616
zh-en,TM的，善琏的快递死光了吗，两天不送货,"TM's, Shanlian's courier is dead, no delivery for two days",-0.80840135
zh-en,以前想着我一直坚持一直在你左右一直关心你一直付出一直把你放在心里最重要的位置或许就会有结果最近的我发现我大错特错如果我一直下去那我永远忘不了你所以我做了最勇敢的决定断了联系希望你安好,"I used to think that I have always been by your side, always caring about you, always paying, always putting you in the most important position in my heart, maybe there will be results. Recently, I found that I was very wrong. If I keep going, I will never forget you. So I made the bravest decision I cut off contact hope you are well",0.664562616
zh-en,看了天天向上，昆凌不错。我这是爱屋及乌吗,"Looking at Tiantian Up, Kunling is not bad. Am I Aiwujiwu?",-0.80840135
zh-en,草想想我们学校这么晚放假我就闹心,I'm so upset when I think about our school's late holiday,-0.80840135
zh-en,我爱的人我都用尽全力去爱，你不会后悔爱我,"I love the people I love with all my strength, you won't regret loving me",0.664562616
zh-en,我头像好看吗超有味道耐看美得不像话我！！女神💃🏻💃🏻💃🏻,"Is my avatar good-looking? It's so delicious and beautiful, it's beyond me! ! Goddess 💃🏻💃🏻💃🏻",-0.80840135
zh-en,他虽不懂她的琴，他却懂她的情，她虽无明亮的眼，却有明澈的心。,"Although he doesn't understand her piano, he understands her feelings. Although she doesn't have bright eyes, she has a clear heart.",0.664562616
zh-en,每次外出只能拿大包不能拿行李箱我就好想说脏话,"Every time I go out, I can only take a big bag and not a suitcase, I just want to swear",0.664562616
zh-en,最喜欢你啦!陪伴是最长情的告白我想我大概会爱真琴一辈子吧,I like you the most! Companionship is the longest confession of love. I think I will probably love Zhenqin for the rest of my life.,0.664562616
zh-en,终于买了3D眼镜去看了，虽然听不全懂，但是可以猜啊,"I finally bought 3D glasses and watched it. Although I don't understand it all, I can guess it.",0.664562616
zh-en,双十一神马都是骗人的-_-b老子一百多大洋买的东西，双十一之后竟然TM降了50多！老子只剩下了一句汹涌而出的卧槽可以说了！！卧槽！！！😒😒,"The double 11 horses are all deceptive -_-b I bought something from more than 100 foreign countries, and after the double 11, the TM dropped by more than 50! I only have a surging trough left to say! ! What the hell! ! ! 😒😒",-3.754329282
zh-en,昨天还得瑟自己流量多刚才一看只剩一百兆了,"Yesterday, I had to worry about my own traffic. I just saw that there was only 100 megabytes left.",-0.80840135
zh-en,今天快递给我打电话第一句竟然问我你还在吗我愣了两秒钟回到我在啊什么情况啊！,The courier called me today and asked me if you were still there in the first sentence. I was stunned for two seconds and returned to me. What's the situation!,0.664562616
zh-en,只有会计才能懂这其中多么细腻的感情❤️。我遇见最美好的事，就是把你从“在建工程”转入我的“固定资产”～,"Only an accountant can understand how delicate the feelings are ❤️. The most beautiful thing I have encountered is to transfer you from ""construction in progress"" to my ""fixed assets""~",0.664562616
zh-en,还有，出席“一个勺子”的发布会，就出席呗，帅成那样儿的究竟想干吗呢？想迷死个人的吗？╭(╯^╰)╮必须得果断花痴一下酸溜溜一下了。╭(╯^╰)╮,"Also, when you attend the press conference of ""One Spoon"", just attend it, what exactly do you want to be so handsome? Want to fascinate someone? ╭(╯^╰)╮You have to be resolute and be mad. ╭(╯^╰)╮",-0.80840135
zh-en,晚安啦我敲可爱的果回归越来越近了👏,"Good night, I knock the cute fruit and the comeback is getting closer 👏",-0.80840135
zh-en,如此就好，彼此解脱。我相信我会有真正值得爱的和爱我的人，正如其他的都会来到。,"That's good, free from each other. I believe that I will have people who are truly lovable and who love me, just as others will come.",0.664562616
zh-en,如果你不能陪我到最后，就不要半路进入我的生活。你知道，我本可以习惯独自一人，但是我们都接受不了本来有人陪，突然就一个人了#,"If you can't accompany me to the end, don't enter my life halfway. You know, I could have gotten used to being alone, but neither of us could accept that we were alone, and suddenly we were alone#",0.664562616
zh-en,🎀有骨气就用实力证明自己，只要思想不滑坡，方法总比困难多.渐渐地，我相信了超越永无止境，渐渐地，我相信了天道酬勤，这个世界不相信眼泪，没有伞的孩子更要努力奔跑，🙏没有船的孩子更要努力前行，未知的世界更适合闯荡，风雨交加的夜晚更适合飞翔！闺密！早安,"🎀If you have the backbone, you can prove yourself with your strength. As long as your thoughts don't slip, there are always more methods than difficulties. Gradually, I believe that transcendence is never-ending, and gradually, I believe that heaven rewards hard work, this world does not believe in tears, there is no umbrella The children who are young must run even harder, 🙏 Children without a boat must move forward even more, the unknown world is more suitable for wandering, and the windy night is more suitable for flying! Girlfriend! good morning",0.664562616
zh-en,想买咩咩代言的索尼大法耳机1300虽然不是很贵可是我依旧很穷,"I want to buy the Sony Dafa Headphones 1300, which is not very expensive, but I am still very poor",0.517266219
zh-en,"#少女解禁区#逆概娟骇人听闻[打哈气]的连环凶杀案,恐怖的傲拆","#Girl lifted the restricted area# Ni Jingjuan's appalling serial murder case, the terrifying proud demolition",0.664562616
zh-en,真的不想说话，做多了遭决，做少了也遭说，不关我的事还是遭决，一句话形象不到位,"I really don’t want to talk, I will be judged if I do too much, and I will be judged if I do too little. It’s none of my business or I will be judged.",-2.281365316
zh-en,渴望这么一天可以身边都生活一群真诚的人,I long for such a day that I can live with a group of sincere people around me,0.664562616
zh-en,小宝现在很爱翻滚，为啥一给粑粑看就不动了呢,"Xiaobao loves rolling now, why doesn't he move when he shows it to Baba?",0.517266219
zh-en,我觉得坚持画画是唯一让我变得有点特别的方式父母希望我一生稳妥安定谈个中规中矩的恋爱找个安稳的工作/可我啊还是希望自己能浪漫一点成为一个有自己风格的插画师可能这个以后只会是个副业但只要我坚持下去画技能不断长进我也就心满意足了。,"I think sticking to painting is the only way to make me a little bit special. My parents want me to be safe and stable in my life. Talk about a normal relationship and find a stable job/But I still hope that I can be romantic and become an illustrator with my own style. This will only be a side hustle in the future, but as long as I persevere and improve my painting skills, I will be satisfied.",0.664562616
zh-en,最讨厌的就是他们相处不一会儿就一个吵啊咆哮啊一个大哭！俩人纷纷找我“快帮忙啊…你看你儿子…我搞不定…他不让我管…”那个“妈妈，不要爸爸！”…没有耐心、技巧和长进的爸爸，我真是恨,"The most annoying thing is that they will be noisy, growl and cry after they get along! The two of them came to me, ""Hurry up and help... Look at your son... I can't figure it out... He won't let me take care of..."" That ""Mom, no dad!""... I really hate the father who has no patience, skills and growth.",0.664562616
zh-en,真的是喜欢他………太喜欢………怎么看怎么喜欢,I really like him...I like him so much...how to see how to like him,-0.80840135
zh-en,卧槽太他妈的可怕了我要匿了，深藏功与名，吓死我了。,"It's so fucking scary, I'm going to hide, hiding my merit and fame, it scared me to death.",0.664562616
zh-en,貌似再有一个多月就要到2016年了我擦还啥都没弄,"It seems that it will be 2016 in more than a month, and I still haven't done anything.",0.664562616
zh-en,很多事情都明白。就是放不下也忘不掉。,Many things are understood. Just can't let go or forget.,0.664562616
zh-en,于是，在红十月市场投资尚未全部收回的情况下，米恩华没向政府要一分钱，无偿将市场迁到了西大桥北侧。,"Therefore, when the investment in the Red October Market has not been fully recovered, Mi Enhua did not ask the government for a penny, and moved the market to the north side of the West Bridge for free.",0.664562616
zh-en,图24超有爱的好吗！我才不会告诉你我看了二十几遍,"Figure 24 is super loving, okay? I won't tell you I've watched it twenty times",0.664562616
zh-en,老公，生日快乐，虽然我们平时经常意见不合，虽然你不够浪漫，虽然我们争吵不断，但是还是谢谢你能够包容我，在以后的日子里我希望我们会更好的走下去。,"Husband, happy birthday, although we often disagree, although you are not romantic enough, although we quarrel constantly, but thank you for being tolerant to me, I hope we will go on better in the days to come.",0.517266219
zh-en,我真的很烦那种伸手党，朋友圈不敢抱怨空间不敢抱怨就让我在微博怒吼一声吧！你们的手用来干什么的,"I'm really annoyed by that kind of reaching out party, friends don't dare to complain about the space, just let me roar on Weibo! what are your hands for?",-2.281365316
zh-en,无所谓什么，一直在等你准备好娶你。dy！,"It doesn't matter what, it's been waiting for you to be ready to marry you. dy!",0.664562616
zh-en,难得小小君这么早起床。。。不过坐在同济的最高处鸟瞰佛山中心似乎很不错的呢，没有去过同济的佛大boy＆girl们要抓紧机会啦…5分钟带你逛完同济,It is rare for Xiaojun to get up so early. . . But it seems very good to sit at the highest point of Tongji and have a bird's-eye view of the center of Foshan. The boys and girls who have not been to Tongji should seize the opportunity... 5 minutes to take you around Tongji,0.664562616
zh-en,真的有那种人，让你分分钟想抽他几百遍！,There really is that kind of person that makes you want to smoke him hundreds of times in minutes!,-0.80840135
